device_id,name,manufacturer,model,area,label_names,labels_direct_on_device,labels_inherited_from_entities,label_count,missing_labels,rule_failures,disabled_by,entry_type,entity_count,config_entries
470fc37ac146f9ab82cf89cd3e30918b,Badkamerlicht,IKEA of Sweden,KAJPLATS E27 CWS globe 1055lm,Badkamer,"IKEA, Light, Matter, Thread","IKEA, Light, Matter, Thread",,4,False,,,,18,01KGJC3CYHAJMT00H6CKK3M3BR
2f4c636879199e19f1bc8e7902d1ec70,Tuindeur,IKEA of Sweden,MYGGBETT door/window sensor,Woonkamer,"IKEA, Matter, Sensor, Thread","IKEA, Matter, Sensor, Thread",,4,False,,,,15,01KGJC3CYHAJMT00H6CKK3M3BR
43c258f66beb2c1ff8ca336fa3e9d7a4,Bedroom IR panel thermostat,IKEA,RODRET wireless dimmer/power switch,Slaapkamer R/R,Zigbee,Zigbee,,1,False,"missing category: brand, function",,,5,d914edb87f840a427d90c7967f1290af
286cce140df7ccfc57a7c5a54e0fc755,0x84ba20fffe3217f5,IKEA,TRADFRI on/off switch,,,,,0,True,no labels at all,,,4,d914edb87f840a427d90c7967f1290af
5ed45db28ae98d9837ca3890135a9434,Rudi Klein,Immich,,Digital only,Sensor,,Sensor,1,False,"missing category: brand, protocol",,service,9,01KH1GARPEXHQF0VR20Z3NE5QX
91cfaea656c580648ac873f9e91dabf6,Unassigned,IKEA of Sweden,MYGGBETT door/window sensor,Unknown,"IKEA, Matter, Sensor, Thread","IKEA, Matter, Sensor, Thread",,4,False,,,,15,01KGJC3CYHAJMT00H6CKK3M3BR
e17056e82687d602bb61f09769e79574,Huiskamerdeur,IKEA of Sweden,MYGGBETT door/window sensor,Woonkamer,"IKEA, Matter, Sensor, Thread","IKEA, Matter, Sensor, Thread",,4,False,,,,15,01KGJC3CYHAJMT00H6CKK3M3BR
113bfaed9b050ba9e47d2a340081d3ad,Voordeur,IKEA of Sweden,MYGGBETT door/window sensor,Hal beneden,"IKEA, Matter, Sensor, Thread","IKEA, Matter, Sensor, Thread",,4,False,,,,15,01KGJC3CYHAJMT00H6CKK3M3BR
21ab8b018b65f98b2c6b45b17a9b458e,Bollamp,IKEA of Sweden,KAJPLATS E27 CWS globe 1055lm,Woonkamer,"IKEA, Light, Matter, Thread","IKEA, Light, Matter, Thread",,4,False,,,,18,01KGJC3CYHAJMT00H6CKK3M3BR
2f86fd9f4ba9aed7f980bd7b537b61e4,Keukenlicht,IKEA,RODRET wireless dimmer/power switch,Keuken,"Button, IKEA, Light, Zigbee","Button, IKEA, Light, Zigbee",,4,False,,,,5,d914edb87f840a427d90c7967f1290af
f6d2bdd15e5425e596f7c4d5e0d63c9f,Red Robin,COOLO,Soil moisture sensor,Woonkamer,"Sensor, Thermostat, Zigbee","Sensor, Thermostat, Zigbee",,3,False,missing category: brand,,,13,d914edb87f840a427d90c7967f1290af
966f5d5bd05252bd7dca7dfffad6659a,OpenPlantbook,Olen,integration,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,service,2,e0a6c4b465ceb87ead43206b08d64131
52aaf03d14873f7e94c61581200c9a8f,Home Assistant Plant,Olen,integration,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,service,2,e0a6c4b465ceb87ead43206b08d64131
6318e9c8bcb76a195ed57213e67789b9,Flower Card,Olen,plugin,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,service,2,e0a6c4b465ceb87ead43206b08d64131
b57b456fbcb7f2130dba90a280762d08,Red Robin (voortuin),,Photinia x fraseri,Voortuin,,,,0,True,no labels at all,,,32,01KHC09AW7CXKKEZ36RVQZXG9J
e20ddb254fb2af305e8fb510947943a9,Bamboe (achtertuin),COOLO,Soil moisture sensor,Achtertuin,"Sensor, Thermostat, Zigbee","Sensor, Thermostat, Zigbee",,3,False,missing category: brand,,,13,d914edb87f840a427d90c7967f1290af
159d67d455ae63b9665094b12a0201bc,Bruidsplant (achtertuin),,Deutzia gracilis,Achtertuin,,,,0,True,no labels at all,,,32,01KHGPX4YQQGRVQ9X1HRDKRXRS
2c3b0ce9d5efcab5839143ee536ff696,Bamboo (achtertuin),,Bambusa oldhamii,Achtertuin,,,,0,True,no labels at all,,,32,01KHGQEVHQDKSAF49CTYZJP5KY
512cdd82f1fe1afa8bf0ffb3d56d3c8c,home-assistant_v2.db,,,Digital only,,,,0,True,no labels at all,,service,4,01KHH43RW6EJ6Q1VF5F985QJTT
450842f3107021ac37293114096b06f6,HAGHS,d-n91,integration,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,service,2,e0a6c4b465ceb87ead43206b08d64131
302375777dfc42619a19124d4cda57b7,Schemerlamp,IKEA of Sweden,KAJPLATS E27 CWS globe 1055lm,Woonkamer,"IKEA, Light, Matter, Thread","IKEA, Light, Matter, Thread",,4,False,,,,18,01KGJC3CYHAJMT00H6CKK3M3BR
3ac7e127c2849814044c5f4abbdb76b4,Verandalamp-links,IKEA,TRETAKT smart plug,Veranda,"IKEA, Light, Switch, Zigbee","IKEA, Light, Switch, Zigbee",,4,False,,,,7,d914edb87f840a427d90c7967f1290af
a0ba24ef749d915f85d940c40a7b420f,Verandalamp-rechts,IKEA,TRETAKT smart plug,Veranda,"IKEA, Light, Switch, Zigbee","IKEA, Light, Switch, Zigbee",,4,False,,,,7,d914edb87f840a427d90c7967f1290af
9bc296d31a25b042eede679299c912c1,Veranda-ventilator,IKEA,TRETAKT smart plug,Veranda,"IKEA, Zigbee","IKEA, Zigbee",,2,False,missing category: function,,,7,d914edb87f840a427d90c7967f1290af
437b650be2ddb2c06f313e8c5033c366,TV,IKEA,TRETAKT smart plug,Woonkamer,"IKEA, Switch, Zigbee","IKEA, Switch, Zigbee",,3,False,,,,7,d914edb87f840a427d90c7967f1290af
0f1c26b27d08d7ee8601b7d085faa4df,Bureaulamp Rudi,IKEA,TRETAKT smart plug,Woonkamer,"IKEA, Light, Switch, Zigbee","IKEA, Light, Switch, Zigbee",,4,False,,,,7,d914edb87f840a427d90c7967f1290af
5f0d47606fe1a021b007d901fe89d6ee,Bureau Rudi,IKEA,TRETAKT smart plug,Woonkamer,"IKEA, Light, Switch, Zigbee","IKEA, Light, Switch, Zigbee",,4,False,,,,7,d914edb87f840a427d90c7967f1290af
63b676221e5687a5fc0a47eb0bd0d47b,Voordeur bewegingssensor,IKEA,TRADFRI motion sensor,Hal beneden,"IKEA, Presence, Sensor, Zigbee","IKEA, Presence, Sensor, Zigbee",,4,False,,,,8,d914edb87f840a427d90c7967f1290af
a9fcfd899c59485dc2b43efc0aa1c3a7,Wijnrek lamp,IKEA of Sweden,KAJPLATS E27 CWS globe 1055lm,Woonkamer,"IKEA, Light, Matter, Thread","IKEA, Light, Matter, Thread",,4,False,,,,18,01KGJC3CYHAJMT00H6CKK3M3BR
e4d2b3edc9cc36db21397460de23ccf4,Zigbee Map,dan-danache,integration,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,service,2,e0a6c4b465ceb87ead43206b08d64131
61e2ea981e6afbd050d73be31cfc3bd1,Hal boven - plafondlamp 1,IKEA of Sweden,KAJPLATS E27 CWS globe 1055lm,Hal boven,"IKEA, Light, Matter, Thread, haghs_ignore","IKEA, Light, Matter, Thread, haghs_ignore",,5,False,,,,18,01KGJC3CYHAJMT00H6CKK3M3BR
acb9ecb40a9127df19dc923deea3e47f,Hal boven - plafondlamp 2,IKEA of Sweden,KAJPLATS E27 CWS globe 1055lm,Hal boven,"IKEA, Light, Matter, Thread, haghs_ignore","IKEA, Light, Matter, Thread, haghs_ignore",,5,False,,,,18,01KGJC3CYHAJMT00H6CKK3M3BR
97e5a7b923135aac9a34277d3ffbb2cc,Hal boven - plafondlamp 3,IKEA of Sweden,KAJPLATS E27 CWS globe 1055lm,Hal boven,"IKEA, Light, Matter, Thread, haghs_ignore","IKEA, Light, Matter, Thread, haghs_ignore",,5,False,,,,18,01KGJC3CYHAJMT00H6CKK3M3BR
5120e261fa50ace375f7dd89fe57abc6,Adaptive Lighting,"basnijholt, RubenKelevra, th3w1zard1, protyposis",integration,Unknown,,,,0,True,no labels at all,,service,2,e0a6c4b465ceb87ead43206b08d64131
93d6b1376cde1cd56216e051984c2e81,Deken R/R,IKEA,TRETAKT smart plug,,"IKEA, Switch, Zigbee","IKEA, Switch, Zigbee",,3,False,,,,7,d914edb87f840a427d90c7967f1290af
9b8027c862b86e8c5fa57df578ffd0d5,Watchman,dummylabs,Watchman,Digital only,"Digital only, Sensor",Digital only,Sensor,2,False,"missing category: brand, protocol",,service,9,01KHY31YHS7MP6XPT3Y9Q6B70P
92e0d3ebd2e85ccad6324e9838ebd4e6,Oude schuur - buitenlamp,IKEA,TRETAKT smart plug,Achtertuin,"IKEA, Light, Switch, Zigbee","IKEA, Light, Switch, Zigbee","IKEA, Light, Zigbee",4,False,,,,7,d914edb87f840a427d90c7967f1290af
bcb51227a88e5fcb5fc68c6ac3face21,Toilet beneden - plafondlamp 1,IKEA of Sweden,KAJPLATS E27 CWS globe 1055lm,Toilet beneden,"IKEA, Light, Matter, Thread","IKEA, Light, Matter, Thread",,4,False,,,,18,01KGJC3CYHAJMT00H6CKK3M3BR
dd1a6c9ae25871e9cea091613554ee39,IQ Gateway,Enphase,Envoy-S-Metered-EU,Unknown,,,,0,True,no labels at all,,,5,01KF8Z4PPRWVW0Y5176TAS3B67
50769daac1b4ac41a33ea76a050ae5d6,Q Relay,Enphase,Q-RELAY-3P-INT,Unknown,,,,0,True,no labels at all,,,1,01KF8Z4PPRWVW0Y5176TAS3B67
7a3dd62eb0b34976710c49299b847d9c,IQ Microinverters,Enphase,IQ8AC-72-M-INT,Unknown,,,,0,True,no labels at all,,,29,01KF8Z4PPRWVW0Y5176TAS3B67
0e6434e4a2f6fd184573d242d37e6f23,Enphase Cloud,Enphase,Cloud Service,Unknown,,,,0,True,no labels at all,,service,17,01KF8Z4PPRWVW0Y5176TAS3B67
9ccb5bf2af22c184fb0533f644bbced2,Buitenlamp - nieuwe schuur,IKEA,TRETAKT smart plug,,,,,0,True,no labels at all,,,7,d914edb87f840a427d90c7967f1290af
b60c3467a8aa438f00b9a4bb28d3a9bb,Home Assistant Editor,Saihgupr's Add-ons Repository,Home Assistant App,Unknown,,,,0,True,no labels at all,,service,7,fa264e9a222c46061a3386896775c494
fe9203d2cc609d0a3f8374dab3cc1507,Button Builder,aspenrt78,integration,Unknown,,,,0,True,no labels at all,,service,2,e0a6c4b465ceb87ead43206b08d64131
67b88de9adbdd1160cfd6ca6ee3be467,AccuSaver,Tasmota,AccuSaver,Oude schuur,"Charger, WiFi",WiFi,"Charger, WiFi",2,False,missing category: brand,,,22,01KJT9R8N7W0QH72RDF2NRMD92
a733afac6d56b20a8c5c567586b8a937,Toilet beneden - plafondlamp 2,IKEA of Sweden,KAJPLATS E27 CWS globe 1055lm,Toilet beneden,"IKEA, Light, Matter, Thread","IKEA, Light, Matter, Thread","IKEA, Light, Matter, Thread",4,False,,,,18,01KGJC3CYHAJMT00H6CKK3M3BR
83a73cd56543655dad2589843cca3d94,Keuken - aanrecht,IKEA,TRETAKT smart plug,,,,,0,True,no labels at all,,,7,d914edb87f840a427d90c7967f1290af
3a8873143e8cbb7fae6ff23070a65cf5,Site: 5850163,Enphase,,Unknown,,,,0,True,no labels at all,,,0,01KF8Z4PPRWVW0Y5176TAS3B67
2e053236192af123e89c4179b1438288,Site: 5850163,Enphase,,Unknown,,,,0,True,no labels at all,,,0,01KF8Z4PPRWVW0Y5176TAS3B67
4889dbae43b9ec5d7849966fd5007d25,Nachtkastjelamp,IKEA of Sweden,KAJPLATS E27 CWS globe 1055lm,Slaapkamer R/R,"IKEA, Light, Matter, Thread","IKEA, Light, Matter, Thread",,4,False,,,,18,01KGJC3CYHAJMT00H6CKK3M3BR
fafcee1b4844a2b1d5bc7176033d9750,WashData,3dg1luk43,integration,Unknown,,,,0,True,no labels at all,,service,2,e0a6c4b465ceb87ead43206b08d64131
369135bc288deeb3e126025bd58239b8,Wasmachine,WashData,,Zolder,"Digital only, Sensor","Digital only, Sensor",,2,False,"missing category: brand, protocol",,,19,01KNCXZ0YQHJ0N3VBXEXMM6XVF
f216e37629dad992fa362f7ab58b7e15,KAJPLATS E27 CWS globe 1055lm,IKEA of Sweden,KAJPLATS E27 CWS globe 1055lm,Unknown,,,,0,True,no labels at all,,,18,01KGJC3CYHAJMT00H6CKK3M3BR
77dadfcf6e74c3b26e957a773a27acf3,Donut,IKEA of Sweden,VARMBLIXT table/wall lamp,Woonkamer,"IKEA, Light, Matter, Thread","IKEA, Light, Matter, Thread",,4,False,,,,18,01KGJC3CYHAJMT00H6CKK3M3BR
2ed03c9a3bf1f0b469138ed2a66ef287,BILRESA scroll wheel,IKEA of Sweden,BILRESA scroll wheel,Unknown,"Button, IKEA, Matter, Thread","Button, IKEA, Matter, Thread",,4,False,,,,27,01KGJC3CYHAJMT00H6CKK3M3BR
ec5d7f9725948bdc9bcd0f01c3be2384,BILRESA scroll wheel,IKEA of Sweden,BILRESA scroll wheel,Unknown,"Button, IKEA, Matter, Thread","Button, IKEA, Matter, Thread",,4,False,,,,29,01KGJC3CYHAJMT00H6CKK3M3BR
93e774a7b822d4efecf15128f8796177,BILRESA dual button,IKEA of Sweden,BILRESA dual button,Unknown,"Button, IKEA, Matter, Thread","Button, IKEA, Matter, Thread",,4,False,,,,15,01KGJC3CYHAJMT00H6CKK3M3BR
5a021eb1e359c44cadb2de7c3ac459fd,Gas market price,EnergyZero,,Unknown,,,,0,True,no labels at all,,service,2,01KPBQQD64EGX66BPMXXRMWTGE
6a69bc94a6047a3705b1db9c2339f6be,Energy market price,EnergyZero,,Unknown,,,,0,True,no labels at all,,service,9,01KPBQQD64EGX66BPMXXRMWTGE
94d1aadceae8191a81d8071775acadc0,AlertTicker Card,djdevil,plugin,Unknown,,,,0,True,no labels at all,,service,2,e0a6c4b465ceb87ead43206b08d64131
5a141da697ec8522b78aa303e760b1fd,Droger,WashData,,Zolder,,,,0,True,no labels at all,,,19,01KQWPCGW2VVQJ5QPXFBWM1P2E
a6114b1064027ac6ecc2e1e52413f6c1,Vaatwasser,WashData,,Keuken,,,,0,True,no labels at all,,,20,01KQWPHEVK74DJA6WJQZGXW563
6aec27084b51b43c2abe566b97a11f5e,Slaapkamerraam RR,IKEA of Sweden,MYGGBETT door/window sensor,Slaapkamer R/R,"IKEA, Matter, Sensor, Thread","IKEA, Matter, Sensor, Thread",,4,False,,,,15,01KGJC3CYHAJMT00H6CKK3M3BR
4c304f9241cd69109b0f78d443127816,Filebrowser,HA Add-ons by alexbelgium,Home Assistant App,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,service,7,fa264e9a222c46061a3386896775c494
c8d30327dd01d8def45fdfc237fdb3ac,FileBrowser Quantum,HA Add-ons by alexbelgium,Home Assistant App,Unknown,,,,0,True,no labels at all,,service,7,fa264e9a222c46061a3386896775c494
