entity_id,name,domain,platform,device_id,device_name,area,area_source,entity_category,label_names,label_count,missing_labels,rule_failures,disabled_by,hidden_by
sensor.iq_microinverters_microinverter_connectivity_status,Microinverter Connectivity Status,sensor,enphase_ev,7a3dd62eb0b34976710c49299b847d9c,IQ Microinverters,Unknown,device,diagnostic,,0,True,no labels at all,,
sensor.iq_microinverters_active_microinverters,Active Microinverters,sensor,enphase_ev,7a3dd62eb0b34976710c49299b847d9c,IQ Microinverters,Unknown,device,diagnostic,,0,True,no labels at all,,
sensor.iq_microinverters_microinverter_last_reported,Microinverter Last Reported,sensor,enphase_ev,7a3dd62eb0b34976710c49299b847d9c,IQ Microinverters,Unknown,device,diagnostic,,0,True,no labels at all,,
sensor.q_relay_q_relay_inventory,Q Relay Inventory,sensor,enphase_ev,50769daac1b4ac41a33ea76a050ae5d6,Q Relay,Unknown,device,diagnostic,,0,True,no labels at all,,
button.iq_gateway_cancel_pending_profile_change,Cancel Pending Profile Change,button,enphase_ev,dd1a6c9ae25871e9cea091613554ee39,IQ Gateway,Unknown,device,,,0,True,no labels at all,,
switch.buitenlamp_nieuwe_schuur,,switch,mqtt,9ccb5bf2af22c184fb0533f644bbced2,Buitenlamp - nieuwe schuur,,,,,0,True,no labels at all,,
select.buitenlamp_nieuwe_schuur_power_on_behavior,Power-on behavior,select,mqtt,9ccb5bf2af22c184fb0533f644bbced2,Buitenlamp - nieuwe schuur,,,config,,0,True,no labels at all,,
switch.buitenlamp_nieuwe_schuur_child_lock,Child lock,switch,mqtt,9ccb5bf2af22c184fb0533f644bbced2,Buitenlamp - nieuwe schuur,,,config,,0,True,no labels at all,,
switch.buitenlamp_nieuwe_schuur_led_enable,Led enable,switch,mqtt,9ccb5bf2af22c184fb0533f644bbced2,Buitenlamp - nieuwe schuur,,,config,,0,True,no labels at all,,
button.buitenlamp_nieuwe_schuur_identify,Identify,button,mqtt,9ccb5bf2af22c184fb0533f644bbced2,Buitenlamp - nieuwe schuur,,,config,,0,True,no labels at all,,
sensor.0x348d13fffec8fbec_linkquality,Linkquality,sensor,mqtt,9ccb5bf2af22c184fb0533f644bbced2,Buitenlamp - nieuwe schuur,,,diagnostic,,0,True,no labels at all,integration,
update.buitenlamp_nieuwe_schuur,,update,mqtt,9ccb5bf2af22c184fb0533f644bbced2,Buitenlamp - nieuwe schuur,,,config,,0,True,no labels at all,,
scene.woonkamer_alles_uit,Woonkamer - alles uit,scene,homeassistant,,,Woonkamer,entity,,"Digital only, Scene",2,False,"missing category: brand, protocol; uncategorized label(s): Scene",,
scene.woonkamer_verlichting_tv,Woonkamer - verlichting TV,scene,homeassistant,,,Woonkamer,entity,,"Digital only, Scene",2,False,"missing category: brand, protocol; uncategorized label(s): Scene",,
scene.woonkamer_verlichting_normaal,Woonkamer - verlichting normaal,scene,homeassistant,,,Woonkamer,entity,,"Digital only, Scene",2,False,"missing category: brand, protocol; uncategorized label(s): Scene",,
scene.achtertuin_verlichting_aan,Achtertuin - verlichting aan,scene,homeassistant,,,Achtertuin,entity,,"Digital only, Scene",2,False,"missing category: brand, protocol; uncategorized label(s): Scene",,
scene.achtertuin_verlichting_uit,Achtertuin - verlichting uit,scene,homeassistant,,,Achtertuin,entity,,"Digital only, Scene",2,False,"missing category: brand, protocol; uncategorized label(s): Scene",,
sensor.system_monitor_ipv4_address_wpan0,IPv4 address wpan0,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_ipv6_address_wpan0,IPv6 address wpan0,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_network_in_wpan0,Network in wpan0,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_network_out_wpan0,Network out wpan0,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_packets_in_wpan0,Packets in wpan0,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_packets_out_wpan0,Packets out wpan0,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_network_throughput_in_wpan0,Network throughput in wpan0,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_network_throughput_out_wpan0,Network throughput out wpan0,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
