entity_id,name,domain,platform,device_id,device_name,area,area_source,entity_category,label_names,label_count,missing_labels,rule_failures,disabled_by,hidden_by
sensor.energy_kwh_meter_fornuis_voltage_phase_3,Voltage phase 3,sensor,homewizard,b385870eef69993686305f8ddc730ab9,Energy kWh meter Fornuis,Meterkast,device,,Sensor,9,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_fornuis_wi_fi_ssid,Wi-Fi SSID,sensor,homewizard,b385870eef69993686305f8ddc730ab9,Energy kWh meter Fornuis,Meterkast,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_fornuis_wi_fi_strength,Wi-Fi strength,sensor,homewizard,b385870eef69993686305f8ddc730ab9,Energy kWh meter Fornuis,Meterkast,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
sensor.p9_meter_active_voltage_phase_9,P9 meter voltage phase 9,sensor,homewizard,3388eb9f4a3c399e039a5cf29b2acb84,P9 meter,Meterkast,device,,Sensor,9,False,"missing category: brand, protocol",,
sensor.p9_meter_current,P9 meter  current,sensor,homewizard,3388eb9f4a3c399e039a5cf29b2acb84,P9 meter,Meterkast,device,,Sensor,9,False,"missing category: brand, protocol",,
sensor.watermeter_wi_fi_strength,Watermeter Wi-Fi strength,sensor,homewizard,5f2e3248787deec66fd5e35ca0f3e700,Watermeter,Meterkast,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
switch.p9_meter_cloud_connection,Cloud connection,switch,homewizard,3388eb9f4a3c399e039a5cf29b2acb84,P9 meter,Meterkast,device,config,,0,True,no labels at all,,
sensor.p9_meter_total_power_export_tariff_9,Energy export tariff 9,sensor,homewizard,3388eb9f4a3c399e039a5cf29b2acb84,P9 meter,Meterkast,device,,Sensor,9,False,"missing category: brand, protocol",,
sensor.p9_meter_dsmr_version,DSMR version,sensor,homewizard,3388eb9f4a3c399e039a5cf29b2acb84,P9 meter,Meterkast,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
sensor.p9_meter_total_power_export_tariff_2,Energy export tariff 2,sensor,homewizard,3388eb9f4a3c399e039a5cf29b2acb84,P9 meter,Meterkast,device,,Sensor,9,False,"missing category: brand, protocol",,
sensor.p9_meter_total_power_import_tariff_9,Energy import tariff 9,sensor,homewizard,3388eb9f4a3c399e039a5cf29b2acb84,P9 meter,Meterkast,device,,Sensor,9,False,"missing category: brand, protocol",,
sensor.p9_meter_total_power_import_tariff_2,Energy import tariff 2,sensor,homewizard,3388eb9f4a3c399e039a5cf29b2acb84,P9 meter,Meterkast,device,,Sensor,9,False,"missing category: brand, protocol",,
button.p9_meter_identify,Identify,button,homewizard,3388eb9f4a3c399e039a5cf29b2acb84,P9 meter,Meterkast,device,config,,0,True,no labels at all,,
sensor.p9_meter_long_power_failures_detected,Long power failures detected,sensor,homewizard,3388eb9f4a3c399e039a5cf29b2acb84,P9 meter,Meterkast,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
sensor.p9_meter_total_power_export,P9 export,sensor,homewizard,3388eb9f4a3c399e039a5cf29b2acb84,P9 meter,Meterkast,device,,Sensor,9,False,"missing category: brand, protocol",,
switch.watermeter_cloud_connection,Cloud connection,switch,homewizard,5f2e3248787deec66fd5e35ca0f3e700,Watermeter,Meterkast,device,config,,0,True,no labels at all,,
button.watermeter_identify,Identify,button,homewizard,5f2e3248787deec66fd5e35ca0f3e700,Watermeter,Meterkast,device,config,,0,True,no labels at all,,
sensor.p9_meter_active_power,Power,sensor,homewizard,3388eb9f4a3c399e039a5cf29b2acb84,P9 meter,Meterkast,device,,Sensor,9,False,"missing category: brand, protocol",,
sensor.p9_meter_wi_fi_ssid,Wi-Fi SSID,sensor,homewizard,3388eb9f4a3c399e039a5cf29b2acb84,P9 meter,Meterkast,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
sensor.watermeter_wi_fi_ssid,Wi-Fi SSID,sensor,homewizard,5f2e3248787deec66fd5e35ca0f3e700,Watermeter,Meterkast,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
sensor.p9_meter_smart_meter_model,Smart meter model,sensor,homewizard,3388eb9f4a3c399e039a5cf29b2acb84,P9 meter,Meterkast,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
sensor.p9_meter_smart_meter_identifier,Smart meter identifier,sensor,homewizard,3388eb9f4a3c399e039a5cf29b2acb84,P9 meter,Meterkast,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_charger_apparent_power,Apparent power,sensor,homewizard,20a3956486ce43694bec5f83d06a87f7,Energy kWh Meter Charger,Meterkast,device,,Sensor,9,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_charger_apparent_power_phase_9,Apparent power phase 9,sensor,homewizard,20a3956486ce43694bec5f83d06a87f7,Energy kWh Meter Charger,Meterkast,device,,Sensor,9,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_charger_apparent_power_phase_2,Apparent power phase 2,sensor,homewizard,20a3956486ce43694bec5f83d06a87f7,Energy kWh Meter Charger,Meterkast,device,,Sensor,9,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_charger_apparent_power_phase_3,Apparent power phase 3,sensor,homewizard,20a3956486ce43614bec5f83d06a87f7,Energy kWh Meter Charger,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
switch.energy_kwh_meter_charger_cloud_connection,Cloud connection,switch,homewizard,20a3156486ce43614bec5f83d06a87f7,Energy kWh Meter Charger,Meterkast,device,config,,0,True,no labels at all,,
sensor.energy_kwh_meter_charger_current,Current,sensor,homewizard,20a3156486ce43614bec5f83d06a87f7,Energy kWh Meter Charger,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_charger_current_phase_1,Current phase 1,sensor,homewizard,20a3156486ce43614bec5f83d06a87f7,Energy kWh Meter Charger,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_charger_current_phase_2,Current phase 2,sensor,homewizard,20a3156486ce43614bec5f83d06a87f7,Energy kWh Meter Charger,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_charger_current_phase_3,Current phase 3,sensor,homewizard,20a3156486ce43614bec5f83d06a87f7,Energy kWh Meter Charger,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_charger_energy_export,Energy export,sensor,homewizard,20a3156486ce43614bec5f83d06a87f7,Energy kWh Meter Charger,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_charger_energy_import,Energy import,sensor,homewizard,20a3156486ce43614bec5f83d06a87f7,Energy kWh Meter Charger,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_charger_power,Power,sensor,homewizard,20a3156486ce43614bec5f83d06a87f7,Energy kWh Meter Charger,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_charger_power_phase_1,Power phase 1,sensor,homewizard,20a3156486ce43614bec5f83d06a87f7,Energy kWh Meter Charger,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_charger_wi_fi_ssid,Wi-Fi SSID,sensor,homewizard,20a3156486ce43614bec5f83d06a87f7,Energy kWh Meter Charger,Meterkast,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_charger_power_phase_3,Power phase 3,sensor,homewizard,20a3156486ce43614bec5f83d06a87f7,Energy kWh Meter Charger,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_charger_power_phase_2,Power phase 2,sensor,homewizard,20a3156486ce43614bec5f83d06a87f7,Energy kWh Meter Charger,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_charger_frequency,Frequency,sensor,homewizard,20a3156486ce43614bec5f83d06a87f7,Energy kWh Meter Charger,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_charger_power_factor_phase_1,Power factor phase 1,sensor,homewizard,20a3156486ce43614bec5f83d06a87f7,Energy kWh Meter Charger,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_charger_power_factor_phase_2,Power factor phase 2,sensor,homewizard,20a3156486ce43614bec5f83d06a87f7,Energy kWh Meter Charger,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_charger_power_factor_phase_3,Power factor phase 3,sensor,homewizard,20a3156486ce43614bec5f83d06a87f7,Energy kWh Meter Charger,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_charger_reactive_power,Reactive power,sensor,homewizard,20a3156486ce43614bec5f83d06a87f7,Energy kWh Meter Charger,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_charger_reactive_power_phase_1,Reactive power phase 1,sensor,homewizard,20a3156486ce43614bec5f83d06a87f7,Energy kWh Meter Charger,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_charger_reactive_power_phase_2,Reactive power phase 2,sensor,homewizard,20a3156486ce43614bec5f83d06a87f7,Energy kWh Meter Charger,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_charger_reactive_power_phase_3,Reactive power phase 3,sensor,homewizard,20a3156486ce43614bec5f83d06a87f7,Energy kWh Meter Charger,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_charger_voltage_phase_1,Voltage phase 1,sensor,homewizard,20a3156486ce43614bec5f83d06a87f7,Energy kWh Meter Charger,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_charger_voltage_phase_2,Voltage phase 2,sensor,homewizard,20a3156486ce43614bec5f83d06a87f7,Energy kWh Meter Charger,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_charger_voltage_phase_3,Voltage phase 3,sensor,homewizard,20a3156486ce43614bec5f83d06a87f7,Energy kWh Meter Charger,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_charger_wi_fi_strength,Wi-Fi strength,sensor,homewizard,20a3156486ce43614bec5f83d06a87f7,Energy kWh Meter Charger,Meterkast,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_airco_wi_fi_ssid,Wi-Fi SSID,sensor,homewizard,9d1c1a41336a2c11b4fbc6fcb70d9dc8,Energy kWh meter Airco,Meterkast,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_airco_wi_fi_strength,Wi-Fi strength,sensor,homewizard,9d1c1a41336a2c11b4fbc6fcb70d9dc8,Energy kWh meter Airco,Meterkast,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_airco_energy_import,Energy import,sensor,homewizard,9d1c1a41336a2c11b4fbc6fcb70d9dc8,Energy kWh meter Airco,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_airco_energy_export,Energy export,sensor,homewizard,9d1c1a41336a2c11b4fbc6fcb70d9dc8,Energy kWh meter Airco,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_airco_power,Power,sensor,homewizard,9d1c1a41336a2c11b4fbc6fcb70d9dc8,Energy kWh meter Airco,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_airco_voltage,Voltage,sensor,homewizard,9d1c1a41336a2c11b4fbc6fcb70d9dc8,Energy kWh meter Airco,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_airco_current,Current,sensor,homewizard,9d1c1a41336a2c11b4fbc6fcb70d9dc8,Energy kWh meter Airco,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_airco_frequency,Frequency,sensor,homewizard,9d1c1a41336a2c11b4fbc6fcb70d9dc8,Energy kWh meter Airco,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_airco_apparent_power,Apparent power,sensor,homewizard,9d1c1a41336a2c11b4fbc6fcb70d9dc8,Energy kWh meter Airco,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_airco_reactive_power,Reactive power,sensor,homewizard,9d1c1a41336a2c11b4fbc6fcb70d9dc8,Energy kWh meter Airco,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_airco_power_factor,Power factor,sensor,homewizard,9d1c1a41336a2c11b4fbc6fcb70d9dc8,Energy kWh meter Airco,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
switch.energy_kwh_meter_airco_cloud_connection,Cloud connection,switch,homewizard,9d1c1a41336a2c11b4fbc6fcb70d9dc8,Energy kWh meter Airco,Meterkast,device,config,,0,True,no labels at all,,
sensor.energy_kwh_meter_kleinfloor_wi_fi_ssid,Wi-Fi SSID,sensor,homewizard,055b4361a9023ba300937a988769e38f,Energy kWh meter KleinFloor,Meterkast,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_kleinfloor_wi_fi_strength,Wi-Fi strength,sensor,homewizard,055b4361a9023ba300937a988769e38f,Energy kWh meter KleinFloor,Meterkast,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_kleinfloor_energy_import,Energy import,sensor,homewizard,055b4361a9023ba300937a988769e38f,Energy kWh meter KleinFloor,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.shed_roof,Shed roof,sensor,homewizard,055b4361a9023ba300937a988769e38f,Energy kWh meter KleinFloor,Meterkast,device,,,0,True,no labels at all,user,
sensor.energy_kwh_meter_kleinfloor_power,Power,sensor,homewizard,055b4361a9023ba300937a988769e38f,Energy kWh meter KleinFloor,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_kleinfloor_voltage,Voltage,sensor,homewizard,055b4361a9023ba300937a988769e38f,Energy kWh meter KleinFloor,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_kleinfloor_current,Current,sensor,homewizard,055b4361a9023ba300937a988769e38f,Energy kWh meter KleinFloor,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_kleinfloor_frequency,Frequency,sensor,homewizard,055b4361a9023ba300937a988769e38f,Energy kWh meter KleinFloor,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_kleinfloor_apparent_power,Apparent power,sensor,homewizard,055b4361a9023ba300937a988769e38f,Energy kWh meter KleinFloor,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_kleinfloor_reactive_power,Reactive power,sensor,homewizard,055b4361a9023ba300937a988769e38f,Energy kWh meter KleinFloor,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_kleinfloor_power_factor,Power factor,sensor,homewizard,055b4361a9023ba300937a988769e38f,Energy kWh meter KleinFloor,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
switch.energy_kwh_meter_kleinfloor_cloud_connection,Cloud connection,switch,homewizard,055b4361a9023ba300937a988769e38f,Energy kWh meter KleinFloor,Meterkast,device,config,,0,True,no labels at all,,
sensor.energy_kwh_meter_kleinshed_wi_fi_ssid,Wi-Fi SSID,sensor,homewizard,d659183a0ba205bcf7534bcbbffc4d4f,Energy kWh meter KleinShed,Meterkast,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_kleinshed_wi_fi_strength,Wi-Fi strength,sensor,homewizard,d659183a0ba205bcf7534bcbbffc4d4f,Energy kWh meter KleinShed,Meterkast,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_kleinshed_energy_import,Energy import,sensor,homewizard,d659183a0ba205bcf7534bcbbffc4d4f,Energy kWh meter KleinShed,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.home_roof,Home roof,sensor,homewizard,d659183a0ba205bcf7534bcbbffc4d4f,Energy kWh meter KleinShed,Meterkast,device,,,0,True,no labels at all,user,
sensor.energy_kwh_meter_kleinshed_power,Power,sensor,homewizard,d659183a0ba205bcf7534bcbbffc4d4f,Energy kWh meter KleinShed,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_kleinshed_voltage,Voltage,sensor,homewizard,d659183a0ba205bcf7534bcbbffc4d4f,Energy kWh meter KleinShed,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_kleinshed_current,Current,sensor,homewizard,d659183a0ba205bcf7534bcbbffc4d4f,Energy kWh meter KleinShed,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_kleinshed_frequency,Frequency,sensor,homewizard,d659183a0ba205bcf7534bcbbffc4d4f,Energy kWh meter KleinShed,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_kleinshed_apparent_power,Apparent power,sensor,homewizard,d659183a0ba205bcf7534bcbbffc4d4f,Energy kWh meter KleinShed,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_kleinshed_reactive_power,Reactive power,sensor,homewizard,d659183a0ba205bcf7534bcbbffc4d4f,Energy kWh meter KleinShed,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
sensor.energy_kwh_meter_kleinshed_power_factor,Power factor,sensor,homewizard,d659183a0ba205bcf7534bcbbffc4d4f,Energy kWh meter KleinShed,Meterkast,device,,Sensor,1,False,"missing category: brand, protocol",,
switch.energy_kwh_meter_kleinshed_cloud_connection,Cloud connection,switch,homewizard,d659183a0ba205bcf7534bcbbffc4d4f,Energy kWh meter KleinShed,Meterkast,device,config,,0,True,no labels at all,,
sensor.template_energy_kwh_meter_kleinfloor_power,template_energy_kwh_meter_kleinfloor_mod,sensor,template,,,Digital only,entity,,"Digital only, Helper, Sensor",3,False,"missing category: brand, protocol",,
climate.echo_vloerverwarming,,climate,tuya,1353dcf87d9c8f1f19f6b11953f941ca,Echo (vloerverwarming),Woonkamer,device,,,0,True,no labels at all,,
switch.echo_vloerverwarming_child_lock,Child lock,switch,tuya,1353dcf87d9c8f1f19f6b11953f941ca,Echo (vloerverwarming),Woonkamer,device,config,,0,True,no labels at all,,
switch.echo_vloerverwarming_frost_protection,Frost protection,switch,tuya,1353dcf87d9c8f1f19f6b11953f941ca,Echo (vloerverwarming),Woonkamer,device,config,,0,True,no labels at all,,
update.local_tuya_update,Update,update,hacs,ad7437b19f3c03c3d637ce8ea1e2105d,Local Tuya,Digital only,device,config,,0,True,no labels at all,,
switch.local_tuya_pre_release,Pre-release,switch,hacs,ad7437b19f3c03c3d637ce8ea1e2105d,Local Tuya,Digital only,device,diagnostic,,0,True,no labels at all,integration,
switch.mariadb,,switch,hassio,053915546e1054c56f0d8ffbc792f7b2,MariaDB,Digital only,device,,,0,True,no labels at all,integration,
switch.advanced_ssh_web_terminal,,switch,hassio,31aa57d8a24c65fe1f89c000f12bbf15,Advanced SSH & Web Terminal,Digital only,device,,,0,True,no labels at all,integration,
switch.file_editor,,switch,hassio,df008cdfd9cf649c727d8e7fda2ebdc2,File editor,Digital only,device,,,0,True,no labels at all,integration,
switch.studio_code_server,,switch,hassio,66d0b68387f12a5a4d325bbc9c4f0574,Studio Code Server,Digital only,device,,,0,True,no labels at all,integration,
switch.samba_share,,switch,hassio,5b7c8ea8b42463957074f5c51d2bacab,Samba share,Digital only,device,,,0,True,no labels at all,integration,
switch.mosquitto_broker,,switch,hassio,51fe92171c788b79d42413677f07a934,Mosquitto broker,Digital only,device,,,0,True,no labels at all,integration,
switch.home_assistant_google_drive_backup,,switch,hassio,ad134a618bd0ea6925f2db7c98b2b6e6,Home Assistant Google Drive Backup,Digital only,device,,,0,True,no labels at all,integration,
switch.esphome_device_builder,,switch,hassio,13e677b853ad797b8e7bca9f9fb8f627,ESPHome Device Builder,Digital only,device,,,0,True,no labels at all,integration,
switch.mqtt_explorer,,switch,hassio,4b2cd087a31250102914bd90598b1cc8,MQTT Explorer,Digital only,device,,,0,True,no labels at all,integration,
sensor.energy_kwh_meter_kleinshed_power_mod,template_energy_kwh_meter_kleinshed_power_mod,sensor,template,,,Digital only,entity,,"Digital only, Helper, Sensor",3,False,"missing category: brand, protocol",,
sensor.ev3_ev_charging_power,EV Charging Power,sensor,kia_uvo,a6208ccc2c783ccb8c28649eb60df6b6,EV3,Digital only,device,,"Sensor, WiFi, haghs_ignore",3,False,missing category: brand,,
update.scheduler_card_update,Update,update,hacs,e5adaefad23c4312d55d955ed089f589,Scheduler Card,Digital only,device,config,,0,True,no labels at all,,
switch.scheduler_card_pre_release,Pre-release,switch,hacs,e5adaefad23c4312d55d955ed089f589,Scheduler Card,Digital only,device,diagnostic,,0,True,no labels at all,integration,
input_boolean.floor_current_state,Floor current state,input_boolean,input_boolean,,,Digital only,entity,,"Digital only, Helper",2,False,"missing category: brand, protocol",,
update.mushroom_update,Update,update,hacs,092953c029a484a15cfb0a549bcc7105,Mushroom,Digital only,device,config,,0,True,no labels at all,,
input_boolean.floor_manual_pushed,Floor manual pushed,input_boolean,input_boolean,,,Digital only,entity,,"Digital only, Helper",2,False,"missing category: brand, protocol",,
input_boolean.floor_scheduled_pushed,Floor scheduled pushed,input_boolean,input_boolean,,,Digital only,entity,,"Digital only, Helper",2,False,"missing category: brand, protocol",,
sensor.floor_surface_thermostat_battery,Battery,sensor,mqtt,b9db7b75138fb7d7b5ed27b04fa3caaa,Floor surface thermostat,Woonkamer,device,diagnostic,,0,True,no labels at all,user,
sensor.floor_surface_thermostat_temperature,Temperature,sensor,mqtt,b9db7b75138fb7d7b5ed27b04fa3caaa,Floor surface thermostat,Woonkamer,device,,,0,True,no labels at all,user,user
select.floor_surface_thermostat_temperature_units,Temperature units,select,mqtt,b9db7b75138fb7d7b5ed27b04fa3caaa,Floor surface thermostat,Woonkamer,device,,,0,True,no labels at all,user,user
number.floor_surface_thermostat_temperature_calibration,Temperature calibration,number,mqtt,b9db7b75138fb7d7b5ed27b04fa3caaa,Floor surface thermostat,Woonkamer,device,config,,0,True,no labels at all,user,
sensor.0xa4c13804a85effff_linkquality,Linkquality,sensor,mqtt,b9db7b75138fb7d7b5ed27b04fa3caaa,Floor surface thermostat,Woonkamer,device,diagnostic,,0,True,no labels at all,integration,
update.tuya_local_update,Update,update,hacs,19c9d028623cc3b47d69b3da033d581e,Tuya Local,Digital only,device,config,,0,True,no labels at all,,
switch.mushroom_pre_release,Pre-release,switch,hacs,092953c029a484a15cfb0a549bcc7105,Mushroom,Digital only,device,diagnostic,,0,True,no labels at all,integration,
switch.tuya_local_pre_release,Pre-release,switch,hacs,19c9d028623cc3b47d69b3da033d581e,Tuya Local,Digital only,device,diagnostic,,0,True,no labels at all,integration,
button.ignore_all_issues,Ignore all,button,spook,beb9b8be71bd5953fd67b06d4d82a5bc,Repairs,Digital only,device,config,,0,True,no labels at all,,
button.unignore_all_issues,Unignore all,button,spook,beb9b8be71bd5953fd67b06d4d82a5bc,Repairs,Digital only,device,config,,0,True,no labels at all,,
button.homeassistant_restart,Restart,button,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,config,,0,True,no labels at all,,
button.homeassistant_reload,Reload,button,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,config,,0,True,no labels at all,,
event.repair,,event,spook,beb9b8be71bd5953fd67b06d4d82a5bc,Repairs,Digital only,device,,,0,True,no labels at all,,
sensor.issues,Total,sensor,spook,beb9b8be71bd5953fd67b06d4d82a5bc,Repairs,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.active_issues,Active,sensor,spook,beb9b8be71bd5953fd67b06d4d82a5bc,Repairs,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.ignored_issues,Ignored,sensor,spook,beb9b8be71bd5953fd67b06d4d82a5bc,Repairs,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.air_quality,Air quality,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.alarm_control_panels,Alarm control panels,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.areas,Areas,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.automations,Automations,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.binary_sensors,Binary sensors,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.buttons,Buttons,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.calendars,Calendars,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.cameras,Cameras,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.climate,Climate,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.covers,Covers,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.dates,Dates,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.datetimes,Date/times,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.devices,Devices,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.device_trackers,Device trackers,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.entities,Entities,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.fans,Fans,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.humidifiers,Humidifiers,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.integrations,Integrations,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.custom_integrations,Custom integrations,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
