entity_id,domain,full_entity_id
envoy_122428000926_lifetime_balanced_net_energy_consumption_l2,sensor,sensor.envoy_122428000926_lifetime_balanced_net_energy_consumption_l2
envoy_122428000926_lifetime_balanced_net_energy_consumption_l3,sensor,sensor.envoy_122428000926_lifetime_balanced_net_energy_consumption_l3
envoy_122428000926_lifetime_energy_consumption,sensor,sensor.envoy_122428000926_lifetime_energy_consumption
envoy_122428000926_lifetime_energy_consumption_l1,sensor,sensor.envoy_122428000926_lifetime_energy_consumption_l1
envoy_122428000926_lifetime_energy_consumption_l2,sensor,sensor.envoy_122428000926_lifetime_energy_consumption_l2
envoy_122428000926_lifetime_energy_consumption_l3,sensor,sensor.envoy_122428000926_lifetime_energy_consumption_l3
envoy_122428000926_lifetime_energy_production,sensor,sensor.envoy_122428000926_lifetime_energy_production
envoy_122428000926_lifetime_energy_production_l1,sensor,sensor.envoy_122428000926_lifetime_energy_production_l1
envoy_122428000926_lifetime_energy_production_l2,sensor,sensor.envoy_122428000926_lifetime_energy_production_l2
envoy_122428000926_lifetime_energy_production_l3,sensor,sensor.envoy_122428000926_lifetime_energy_production_l3
envoy_122428000926_lifetime_net_energy_consumption,sensor,sensor.envoy_122428000926_lifetime_net_energy_consumption
envoy_122428000926_lifetime_net_energy_consumption_l1,sensor,sensor.envoy_122428000926_lifetime_net_energy_consumption_l1
envoy_122428000926_lifetime_net_energy_consumption_l2,sensor,sensor.envoy_122428000926_lifetime_net_energy_consumption_l2
envoy_122428000926_lifetime_net_energy_consumption_l3,sensor,sensor.envoy_122428000926_lifetime_net_energy_consumption_l3
envoy_122428000926_lifetime_net_energy_production,sensor,sensor.envoy_122428000926_lifetime_net_energy_production
envoy_122428000926_lifetime_net_energy_production_l1,sensor,sensor.envoy_122428000926_lifetime_net_energy_production_l1
envoy_122428000926_lifetime_net_energy_production_l2,sensor,sensor.envoy_122428000926_lifetime_net_energy_production_l2
envoy_122428000926_lifetime_net_energy_production_l3,sensor,sensor.envoy_122428000926_lifetime_net_energy_production_l3
envoy_122428000926_meter_status_flags_active_net_consumption_ct,sensor,sensor.envoy_122428000926_meter_status_flags_active_net_consumption_ct
envoy_122428000926_meter_status_flags_active_net_consumption_ct_l1,sensor,sensor.envoy_122428000926_meter_status_flags_active_net_consumption_ct_l1
envoy_122428000926_meter_status_flags_active_net_consumption_ct_l2,sensor,sensor.envoy_122428000926_meter_status_flags_active_net_consumption_ct_l2
envoy_122428000926_meter_status_flags_active_net_consumption_ct_l3,sensor,sensor.envoy_122428000926_meter_status_flags_active_net_consumption_ct_l3
envoy_122428000926_meter_status_flags_active_production_ct,sensor,sensor.envoy_122428000926_meter_status_flags_active_production_ct
envoy_122428000926_meter_status_flags_active_production_ct_l1,sensor,sensor.envoy_122428000926_meter_status_flags_active_production_ct_l1
envoy_122428000926_meter_status_flags_active_production_ct_l2,sensor,sensor.envoy_122428000926_meter_status_flags_active_production_ct_l2
envoy_122428000926_meter_status_flags_active_production_ct_l3,sensor,sensor.envoy_122428000926_meter_status_flags_active_production_ct_l3
envoy_122428000926_net_consumption_ct_current,sensor,sensor.envoy_122428000926_net_consumption_ct_current
envoy_122428000926_net_consumption_ct_current_l1,sensor,sensor.envoy_122428000926_net_consumption_ct_current_l1
envoy_122428000926_net_consumption_ct_current_l2,sensor,sensor.envoy_122428000926_net_consumption_ct_current_l2
envoy_122428000926_net_consumption_ct_current_l3,sensor,sensor.envoy_122428000926_net_consumption_ct_current_l3
envoy_122428000926_power_factor_net_consumption_ct,sensor,sensor.envoy_122428000926_power_factor_net_consumption_ct
envoy_122428000926_power_factor_net_consumption_ct_l1,sensor,sensor.envoy_122428000926_power_factor_net_consumption_ct_l1
envoy_122428000926_power_factor_net_consumption_ct_l2,sensor,sensor.envoy_122428000926_power_factor_net_consumption_ct_l2
envoy_122428000926_power_factor_net_consumption_ct_l3,sensor,sensor.envoy_122428000926_power_factor_net_consumption_ct_l3
envoy_122428000926_power_factor_production_ct,sensor,sensor.envoy_122428000926_power_factor_production_ct
envoy_122428000926_power_factor_production_ct_l1,sensor,sensor.envoy_122428000926_power_factor_production_ct_l1
envoy_122428000926_power_factor_production_ct_l2,sensor,sensor.envoy_122428000926_power_factor_production_ct_l2
envoy_122428000926_power_factor_production_ct_l3,sensor,sensor.envoy_122428000926_power_factor_production_ct_l3
envoy_122428000926_production_ct_current,sensor,sensor.envoy_122428000926_production_ct_current
envoy_122428000926_production_ct_current_l1,sensor,sensor.envoy_122428000926_production_ct_current_l1
envoy_122428000926_production_ct_current_l2,sensor,sensor.envoy_122428000926_production_ct_current_l2
envoy_122428000926_production_ct_current_l3,sensor,sensor.envoy_122428000926_production_ct_current_l3
envoy_122428000926_today_s_net_energy_consumption,sensor,sensor.envoy_122428000926_today_s_net_energy_consumption
envoy_122428000926_today_s_net_energy_consumption_l1,sensor,sensor.envoy_122428000926_today_s_net_energy_consumption_l1
envoy_122428000926_today_s_net_energy_consumption_l2,sensor,sensor.envoy_122428000926_today_s_net_energy_consumption_l2
envoy_122428000926_today_s_net_energy_consumption_l3,sensor,sensor.envoy_122428000926_today_s_net_energy_consumption_l3
envoy_122428000926_voltage_net_consumption_ct,sensor,sensor.envoy_122428000926_voltage_net_consumption_ct
envoy_122428000926_voltage_net_consumption_ct_l1,sensor,sensor.envoy_122428000926_voltage_net_consumption_ct_l1
envoy_122428000926_voltage_net_consumption_ct_l2,sensor,sensor.envoy_122428000926_voltage_net_consumption_ct_l2
envoy_122428000926_voltage_net_consumption_ct_l3,sensor,sensor.envoy_122428000926_voltage_net_consumption_ct_l3
envoy_122428000926_voltage_production_ct,sensor,sensor.envoy_122428000926_voltage_production_ct
envoy_122428000926_voltage_production_ct_l1,sensor,sensor.envoy_122428000926_voltage_production_ct_l1
envoy_122428000926_voltage_production_ct_l2,sensor,sensor.envoy_122428000926_voltage_production_ct_l2
envoy_122428000926_voltage_production_ct_l3,sensor,sensor.envoy_122428000926_voltage_production_ct_l3
envoykleinsensenl_is_new,sensor,sensor.envoykleinsensenl_is_new
espsomfyrts_free_memory,sensor,sensor.espsomfyrts_free_memory
espsomfyrts_max_memory,sensor,sensor.espsomfyrts_max_memory
espsomfyrts_min_memory,sensor,sensor.espsomfyrts_min_memory
espsomfyrts_wifi_channel,sensor,sensor.espsomfyrts_wifi_channel
espsomfyrts_wifi_strength,sensor,sensor.espsomfyrts_wifi_strength
ev3_ev_charging_power,sensor,sensor.ev3_ev_charging_power
ev3_set_temperature,sensor,sensor.ev3_set_temperature
ev3_sv1_24_average_energy_consumption,sensor,sensor.ev3_sv1_24_average_energy_consumption
ev3_sv1_24_car_battery_level,sensor,sensor.ev3_sv1_24_car_battery_level
ev3_sv1_24_daily_driving_stats,sensor,sensor.ev3_sv1_24_daily_driving_stats
ev3_sv1_24_data,sensor,sensor.ev3_sv1_24_data
ev3_sv1_24_estimated_charge_duration,sensor,sensor.ev3_sv1_24_estimated_charge_duration
ev3_sv1_24_estimated_fast_charge_duration,sensor,sensor.ev3_sv1_24_estimated_fast_charge_duration
ev3_sv1_24_estimated_portable_charge_duration,sensor,sensor.ev3_sv1_24_estimated_portable_charge_duration
ev3_sv1_24_estimated_station_charge_duration,sensor,sensor.ev3_sv1_24_estimated_station_charge_duration
ev3_sv1_24_ev_battery_capacity,sensor,sensor.ev3_sv1_24_ev_battery_capacity
ev3_sv1_24_ev_battery_level,sensor,sensor.ev3_sv1_24_ev_battery_level
ev3_sv1_24_ev_battery_level_2,sensor,sensor.ev3_sv1_24_ev_battery_level_2
ev3_sv1_24_ev_charging_current_limit,sensor,sensor.ev3_sv1_24_ev_charging_current_limit
ev3_sv1_24_ev_range,sensor,sensor.ev3_sv1_24_ev_range
ev3_sv1_24_ev_state_of_health_battery,sensor,sensor.ev3_sv1_24_ev_state_of_health_battery
ev3_sv1_24_fuel_level,sensor,sensor.ev3_sv1_24_fuel_level
ev3_sv1_24_odometer,sensor,sensor.ev3_sv1_24_odometer
ev3_sv1_24_target_range_of_charge_ac,sensor,sensor.ev3_sv1_24_target_range_of_charge_ac
ev3_sv1_24_target_range_of_charge_dc,sensor,sensor.ev3_sv1_24_target_range_of_charge_dc
ev3_sv1_24_total_driving_range,sensor,sensor.ev3_sv1_24_total_driving_range
ev3_sv1_24_total_energy_consumption,sensor,sensor.ev3_sv1_24_total_energy_consumption
ev3_sv1_24_total_energy_regeneration,sensor,sensor.ev3_sv1_24_total_energy_regeneration
everything_presence_lite_20b1c8_assumed_present_remaining,sensor,sensor.everything_presence_lite_20b1c8_assumed_present_remaining
everything_presence_lite_20b1c8_illuminance,sensor,sensor.everything_presence_lite_20b1c8_illuminance
everything_presence_lite_20b1c8_target_1_angle,sensor,sensor.everything_presence_lite_20b1c8_target_1_angle
everything_presence_lite_20b1c8_target_1_distance,sensor,sensor.everything_presence_lite_20b1c8_target_1_distance
everything_presence_lite_20b1c8_target_1_resolution,sensor,sensor.everything_presence_lite_20b1c8_target_1_resolution
everything_presence_lite_20b1c8_target_1_speed,sensor,sensor.everything_presence_lite_20b1c8_target_1_speed
everything_presence_lite_20b1c8_target_1_x,sensor,sensor.everything_presence_lite_20b1c8_target_1_x
everything_presence_lite_20b1c8_target_1_y,sensor,sensor.everything_presence_lite_20b1c8_target_1_y
everything_presence_lite_20b1c8_target_2_angle,sensor,sensor.everything_presence_lite_20b1c8_target_2_angle
everything_presence_lite_20b1c8_target_2_distance,sensor,sensor.everything_presence_lite_20b1c8_target_2_distance
everything_presence_lite_20b1c8_target_2_resolution,sensor,sensor.everything_presence_lite_20b1c8_target_2_resolution
everything_presence_lite_20b1c8_target_2_speed,sensor,sensor.everything_presence_lite_20b1c8_target_2_speed
everything_presence_lite_20b1c8_target_2_x,sensor,sensor.everything_presence_lite_20b1c8_target_2_x
everything_presence_lite_20b1c8_target_2_y,sensor,sensor.everything_presence_lite_20b1c8_target_2_y
everything_presence_lite_20b1c8_target_3_angle,sensor,sensor.everything_presence_lite_20b1c8_target_3_angle
everything_presence_lite_20b1c8_target_3_distance,sensor,sensor.everything_presence_lite_20b1c8_target_3_distance
everything_presence_lite_20b1c8_target_3_resolution,sensor,sensor.everything_presence_lite_20b1c8_target_3_resolution
everything_presence_lite_20b1c8_target_3_speed,sensor,sensor.everything_presence_lite_20b1c8_target_3_speed
everything_presence_lite_20b1c8_target_3_x,sensor,sensor.everything_presence_lite_20b1c8_target_3_x
everything_presence_lite_20b1c8_target_3_y,sensor,sensor.everything_presence_lite_20b1c8_target_3_y
everything_presence_lite_20b1c8_zone_1_target_count,sensor,sensor.everything_presence_lite_20b1c8_zone_1_target_count
fans,sensor,sensor.fans
floor_surface_thermostat_battery,sensor,sensor.floor_surface_thermostat_battery
floor_surface_thermostat_battery_2,sensor,sensor.floor_surface_thermostat_battery_2
floor_surface_thermostat_temperature,sensor,sensor.floor_surface_thermostat_temperature
floor_surface_thermostat_temperature_2,sensor,sensor.floor_surface_thermostat_temperature_2
fm_one_4717_estimated_distance,sensor,sensor.fm_one_4717_estimated_distance
fm_one_8116_estimated_distance,sensor,sensor.fm_one_8116_estimated_distance
fm_one_965a_estimated_distance,sensor,sensor.fm_one_965a_estimated_distance
fm_one_a314_estimated_distance,sensor,sensor.fm_one_a314_estimated_distance
fm_one_a89d_estimated_distance,sensor,sensor.fm_one_a89d_estimated_distance
fm_one_bd47_estimated_distance,sensor,sensor.fm_one_bd47_estimated_distance
fm_two_3315_estimated_distance,sensor,sensor.fm_two_3315_estimated_distance
fornuiskleinsensenl_is_new,sensor,sensor.fornuiskleinsensenl_is_new
galaxy_watch4_26kz_battery_level,sensor,sensor.galaxy_watch4_26kz_battery_level
gordijn_j_d_battery,sensor,sensor.gordijn_j_d_battery
heating_heating,sensor,sensor.heating_heating
heating_humidity,sensor,sensor.heating_humidity
heating_temperature,sensor,sensor.heating_temperature
home_assistant_v2_db_size,sensor,sensor.home_assistant_v2_db_size
huiskamer_climatecontrol_cooling_daily_electrical_consumption,sensor,sensor.huiskamer_climatecontrol_cooling_daily_electrical_consumption
huiskamer_climatecontrol_cooling_monthly_electrical_consumption,sensor,sensor.huiskamer_climatecontrol_cooling_monthly_electrical_consumption
huiskamer_climatecontrol_cooling_weekly_electrical_consumption,sensor,sensor.huiskamer_climatecontrol_cooling_weekly_electrical_consumption
huiskamer_climatecontrol_cooling_yearly_electrical_consumption,sensor,sensor.huiskamer_climatecontrol_cooling_yearly_electrical_consumption
huiskamer_climatecontrol_heating_daily_electrical_consumption,sensor,sensor.huiskamer_climatecontrol_heating_daily_electrical_consumption
huiskamer_climatecontrol_heating_monthly_electrical_consumption,sensor,sensor.huiskamer_climatecontrol_heating_monthly_electrical_consumption
huiskamer_climatecontrol_heating_weekly_electrical_consumption,sensor,sensor.huiskamer_climatecontrol_heating_weekly_electrical_consumption
huiskamer_climatecontrol_heating_yearly_electrical_consumption,sensor,sensor.huiskamer_climatecontrol_heating_yearly_electrical_consumption
huiskamer_climatecontrol_on_off_mode,sensor,sensor.huiskamer_climatecontrol_on_off_mode
huiskamer_climatecontrol_outdoor_temperature,sensor,sensor.huiskamer_climatecontrol_outdoor_temperature
huiskamer_climatecontrol_powerful_mode,sensor,sensor.huiskamer_climatecontrol_powerful_mode
huiskamer_climatecontrol_room_temperature,sensor,sensor.huiskamer_climatecontrol_room_temperature
huiskamer_gateway_error_code,sensor,sensor.huiskamer_gateway_error_code
huiskamer_gateway_firmware_version,sensor,sensor.huiskamer_gateway_firmware_version
huiskamer_gateway_serial_number,sensor,sensor.huiskamer_gateway_serial_number
huiskamer_indoorunit_software_version,sensor,sensor.huiskamer_indoorunit_software_version
huiskamer_ratelimit_day,sensor,sensor.huiskamer_ratelimit_day
huiskamer_ratelimit_minute,sensor,sensor.huiskamer_ratelimit_minute
huiskamer_ratelimit_ratelimit_reset,sensor,sensor.huiskamer_ratelimit_ratelimit_reset
huiskamer_ratelimit_remaining_day,sensor,sensor.huiskamer_ratelimit_remaining_day
huiskamer_ratelimit_remaining_minutes,sensor,sensor.huiskamer_ratelimit_remaining_minutes
huiskamer_ratelimit_retry_after,sensor,sensor.huiskamer_ratelimit_retry_after
huiskamerdeur_battery,sensor,sensor.huiskamerdeur_battery
huiskamerdeur_battery_voltage,sensor,sensor.huiskamerdeur_battery_voltage
humidifiers,sensor,sensor.humidifiers
ignored_issues,sensor,sensor.ignored_issues
ikea_energy_meter_10_bureau_verwarming_current,sensor,sensor.ikea_energy_meter_10_bureau_verwarming_current
ikea_energy_meter_10_bureau_verwarming_energy,sensor,sensor.ikea_energy_meter_10_bureau_verwarming_energy
ikea_energy_meter_10_bureau_verwarming_power,sensor,sensor.ikea_energy_meter_10_bureau_verwarming_power
ikea_energy_meter_10_bureau_verwarming_voltage,sensor,sensor.ikea_energy_meter_10_bureau_verwarming_voltage
ikea_energy_meter_10_voetverwarming_current,sensor,sensor.ikea_energy_meter_10_voetverwarming_current
ikea_energy_meter_10_voetverwarming_energy,sensor,sensor.ikea_energy_meter_10_voetverwarming_energy
ikea_energy_meter_10_voetverwarming_power,sensor,sensor.ikea_energy_meter_10_voetverwarming_power
ikea_energy_meter_10_voetverwarming_voltage,sensor,sensor.ikea_energy_meter_10_voetverwarming_voltage
ikea_energy_meter_11_bureau_rolien_current,sensor,sensor.ikea_energy_meter_11_bureau_rolien_current
ikea_energy_meter_11_bureau_rolien_current_2,sensor,sensor.ikea_energy_meter_11_bureau_rolien_current_2
ikea_energy_meter_11_bureau_rolien_energy,sensor,sensor.ikea_energy_meter_11_bureau_rolien_energy
ikea_energy_meter_11_bureau_rolien_energy_2,sensor,sensor.ikea_energy_meter_11_bureau_rolien_energy_2
ikea_energy_meter_11_bureau_rolien_power,sensor,sensor.ikea_energy_meter_11_bureau_rolien_power
ikea_energy_meter_11_bureau_rolien_power_2,sensor,sensor.ikea_energy_meter_11_bureau_rolien_power_2
ikea_energy_meter_11_bureau_rolien_voltage,sensor,sensor.ikea_energy_meter_11_bureau_rolien_voltage
ikea_energy_meter_11_bureau_rolien_voltage_2,sensor,sensor.ikea_energy_meter_11_bureau_rolien_voltage_2
ikea_energy_meter_12_voetverwarmer_current,sensor,sensor.ikea_energy_meter_12_voetverwarmer_current
ikea_energy_meter_12_voetverwarmer_energy,sensor,sensor.ikea_energy_meter_12_voetverwarmer_energy
ikea_energy_meter_12_voetverwarmer_power,sensor,sensor.ikea_energy_meter_12_voetverwarmer_power
ikea_energy_meter_12_voetverwarmer_voltage,sensor,sensor.ikea_energy_meter_12_voetverwarmer_voltage
ikea_energy_meter_13_waterleiding_current,sensor,sensor.ikea_energy_meter_13_waterleiding_current
ikea_energy_meter_13_waterleiding_energy,sensor,sensor.ikea_energy_meter_13_waterleiding_energy
ikea_energy_meter_13_waterleiding_power,sensor,sensor.ikea_energy_meter_13_waterleiding_power
ikea_energy_meter_13_waterleiding_voltage,sensor,sensor.ikea_energy_meter_13_waterleiding_voltage
ikea_energy_meter_1_darius_current_2,sensor,sensor.ikea_energy_meter_1_darius_current_2
ikea_energy_meter_1_darius_energy,sensor,sensor.ikea_energy_meter_1_darius_energy
ikea_energy_meter_1_darius_energy_2,sensor,sensor.ikea_energy_meter_1_darius_energy_2
ikea_energy_meter_1_darius_power,sensor,sensor.ikea_energy_meter_1_darius_power
ikea_energy_meter_1_darius_power_2,sensor,sensor.ikea_energy_meter_1_darius_power_2
ikea_energy_meter_1_darius_voltage_2,sensor,sensor.ikea_energy_meter_1_darius_voltage_2
ikea_energy_meter_2_server_current,sensor,sensor.ikea_energy_meter_2_server_current
ikea_energy_meter_2_server_current_2,sensor,sensor.ikea_energy_meter_2_server_current_2
ikea_energy_meter_2_server_energy,sensor,sensor.ikea_energy_meter_2_server_energy
ikea_energy_meter_2_server_energy_2,sensor,sensor.ikea_energy_meter_2_server_energy_2
ikea_energy_meter_2_server_linkquality,sensor,sensor.ikea_energy_meter_2_server_linkquality
ikea_energy_meter_2_server_power,sensor,sensor.ikea_energy_meter_2_server_power
ikea_energy_meter_2_server_power_2,sensor,sensor.ikea_energy_meter_2_server_power_2
ikea_energy_meter_2_server_voltage,sensor,sensor.ikea_energy_meter_2_server_voltage
ikea_energy_meter_2_server_voltage_2,sensor,sensor.ikea_energy_meter_2_server_voltage_2
ikea_energy_meter_3_droger_current,sensor,sensor.ikea_energy_meter_3_droger_current
ikea_energy_meter_3_droger_current_2,sensor,sensor.ikea_energy_meter_3_droger_current_2
ikea_energy_meter_3_droger_energy,sensor,sensor.ikea_energy_meter_3_droger_energy
ikea_energy_meter_3_droger_energy_2,sensor,sensor.ikea_energy_meter_3_droger_energy_2
ikea_energy_meter_3_droger_linkquality,sensor,sensor.ikea_energy_meter_3_droger_linkquality
ikea_energy_meter_3_droger_power,sensor,sensor.ikea_energy_meter_3_droger_power
ikea_energy_meter_3_droger_power_2,sensor,sensor.ikea_energy_meter_3_droger_power_2
ikea_energy_meter_3_droger_voltage,sensor,sensor.ikea_energy_meter_3_droger_voltage
ikea_energy_meter_3_droger_voltage_2,sensor,sensor.ikea_energy_meter_3_droger_voltage_2
ikea_energy_meter_4_wasmachine_current,sensor,sensor.ikea_energy_meter_4_wasmachine_current
ikea_energy_meter_4_wasmachine_current_2,sensor,sensor.ikea_energy_meter_4_wasmachine_current_2
ikea_energy_meter_4_wasmachine_energy,sensor,sensor.ikea_energy_meter_4_wasmachine_energy
ikea_energy_meter_4_wasmachine_energy_2,sensor,sensor.ikea_energy_meter_4_wasmachine_energy_2
ikea_energy_meter_4_wasmachine_power,sensor,sensor.ikea_energy_meter_4_wasmachine_power
ikea_energy_meter_4_wasmachine_power_2,sensor,sensor.ikea_energy_meter_4_wasmachine_power_2
ikea_energy_meter_4_wasmachine_voltage,sensor,sensor.ikea_energy_meter_4_wasmachine_voltage
ikea_energy_meter_4_wasmachine_voltage_2,sensor,sensor.ikea_energy_meter_4_wasmachine_voltage_2
ikea_energy_meter_5_badkamer_verwarming_current,sensor,sensor.ikea_energy_meter_5_badkamer_verwarming_current
ikea_energy_meter_5_badkamer_verwarming_current_2,sensor,sensor.ikea_energy_meter_5_badkamer_verwarming_current_2
ikea_energy_meter_5_badkamer_verwarming_energy,sensor,sensor.ikea_energy_meter_5_badkamer_verwarming_energy
ikea_energy_meter_5_badkamer_verwarming_energy_2,sensor,sensor.ikea_energy_meter_5_badkamer_verwarming_energy_2
ikea_energy_meter_5_badkamer_verwarming_linkquality,sensor,sensor.ikea_energy_meter_5_badkamer_verwarming_linkquality
ikea_energy_meter_5_badkamer_verwarming_linkquality_2,sensor,sensor.ikea_energy_meter_5_badkamer_verwarming_linkquality_2
ikea_energy_meter_5_badkamer_verwarming_power,sensor,sensor.ikea_energy_meter_5_badkamer_verwarming_power
ikea_energy_meter_5_badkamer_verwarming_power_2,sensor,sensor.ikea_energy_meter_5_badkamer_verwarming_power_2
ikea_energy_meter_5_badkamer_verwarming_voltage,sensor,sensor.ikea_energy_meter_5_badkamer_verwarming_voltage
ikea_energy_meter_5_badkamer_verwarming_voltage_2,sensor,sensor.ikea_energy_meter_5_badkamer_verwarming_voltage_2
ikea_energy_meter_5_vaatwasser_current,sensor,sensor.ikea_energy_meter_5_vaatwasser_current
ikea_energy_meter_5_vaatwasser_energy,sensor,sensor.ikea_energy_meter_5_vaatwasser_energy
ikea_energy_meter_5_vaatwasser_linkquality,sensor,sensor.ikea_energy_meter_5_vaatwasser_linkquality
ikea_energy_meter_5_vaatwasser_power,sensor,sensor.ikea_energy_meter_5_vaatwasser_power
ikea_energy_meter_5_vaatwasser_voltage,sensor,sensor.ikea_energy_meter_5_vaatwasser_voltage
ikea_energy_meter_6_minikoelkast_current,sensor,sensor.ikea_energy_meter_6_minikoelkast_current
ikea_energy_meter_6_minikoelkast_current_2,sensor,sensor.ikea_energy_meter_6_minikoelkast_current_2
ikea_energy_meter_6_minikoelkast_energy,sensor,sensor.ikea_energy_meter_6_minikoelkast_energy
ikea_energy_meter_6_minikoelkast_energy_2,sensor,sensor.ikea_energy_meter_6_minikoelkast_energy_2
ikea_energy_meter_6_minikoelkast_power,sensor,sensor.ikea_energy_meter_6_minikoelkast_power
ikea_energy_meter_6_minikoelkast_power_2,sensor,sensor.ikea_energy_meter_6_minikoelkast_power_2
ikea_energy_meter_6_minikoelkast_voltage,sensor,sensor.ikea_energy_meter_6_minikoelkast_voltage
ikea_energy_meter_6_minikoelkast_voltage_2,sensor,sensor.ikea_energy_meter_6_minikoelkast_voltage_2
ikea_energy_meter_7_miniboiler_current,sensor,sensor.ikea_energy_meter_7_miniboiler_current
ikea_energy_meter_7_miniboiler_current_2,sensor,sensor.ikea_energy_meter_7_miniboiler_current_2
ikea_energy_meter_7_miniboiler_energy,sensor,sensor.ikea_energy_meter_7_miniboiler_energy
ikea_energy_meter_7_miniboiler_energy_2,sensor,sensor.ikea_energy_meter_7_miniboiler_energy_2
ikea_energy_meter_7_miniboiler_power,sensor,sensor.ikea_energy_meter_7_miniboiler_power
ikea_energy_meter_7_miniboiler_power_2,sensor,sensor.ikea_energy_meter_7_miniboiler_power_2
ikea_energy_meter_7_miniboiler_voltage,sensor,sensor.ikea_energy_meter_7_miniboiler_voltage
ikea_energy_meter_7_miniboiler_voltage_2,sensor,sensor.ikea_energy_meter_7_miniboiler_voltage_2
ikea_energy_meter_8_airfryer_current,sensor,sensor.ikea_energy_meter_8_airfryer_current
ikea_energy_meter_8_airfryer_current_2,sensor,sensor.ikea_energy_meter_8_airfryer_current_2
ikea_energy_meter_8_airfryer_energy,sensor,sensor.ikea_energy_meter_8_airfryer_energy
ikea_energy_meter_8_airfryer_energy_2,sensor,sensor.ikea_energy_meter_8_airfryer_energy_2
ikea_energy_meter_8_airfryer_power,sensor,sensor.ikea_energy_meter_8_airfryer_power
ikea_energy_meter_8_airfryer_power_2,sensor,sensor.ikea_energy_meter_8_airfryer_power_2
ikea_energy_meter_8_airfryer_voltage,sensor,sensor.ikea_energy_meter_8_airfryer_voltage
ikea_energy_meter_8_airfryer_voltage_2,sensor,sensor.ikea_energy_meter_8_airfryer_voltage_2
ikea_energy_meter_9_plafond_verwarming_current,sensor,sensor.ikea_energy_meter_9_plafond_verwarming_current
ikea_energy_meter_9_plafond_verwarming_current_2,sensor,sensor.ikea_energy_meter_9_plafond_verwarming_current_2
ikea_energy_meter_9_plafond_verwarming_energy,sensor,sensor.ikea_energy_meter_9_plafond_verwarming_energy
ikea_energy_meter_9_plafond_verwarming_energy_2,sensor,sensor.ikea_energy_meter_9_plafond_verwarming_energy_2
ikea_energy_meter_9_plafond_verwarming_power,sensor,sensor.ikea_energy_meter_9_plafond_verwarming_power
ikea_energy_meter_9_plafond_verwarming_power_2,sensor,sensor.ikea_energy_meter_9_plafond_verwarming_power_2
ikea_energy_meter_9_plafond_verwarming_voltage,sensor,sensor.ikea_energy_meter_9_plafond_verwarming_voltage
ikea_energy_meter_9_plafond_verwarming_voltage_2,sensor,sensor.ikea_energy_meter_9_plafond_verwarming_voltage_2
ikea_of_sweden_inspelning_smart_plug_current,sensor,sensor.ikea_of_sweden_inspelning_smart_plug_current
ikea_of_sweden_inspelning_smart_plug_power,sensor,sensor.ikea_of_sweden_inspelning_smart_plug_power
ikea_of_sweden_inspelning_smart_plug_summation_delivered,sensor,sensor.ikea_of_sweden_inspelning_smart_plug_summation_delivered
ikea_of_sweden_inspelning_smart_plug_voltage,sensor,sensor.ikea_of_sweden_inspelning_smart_plug_voltage
ikea_of_sweden_rodret_dimmer_battery,sensor,sensor.ikea_of_sweden_rodret_dimmer_battery
ikea_of_sweden_rodret_dimmer_lqi,sensor,sensor.ikea_of_sweden_rodret_dimmer_lqi
ikea_of_sweden_rodret_dimmer_rssi,sensor,sensor.ikea_of_sweden_rodret_dimmer_rssi
ikea_parasol_1_battery,sensor,sensor.ikea_parasol_1_battery
ikea_parasol_1_battery_2,sensor,sensor.ikea_parasol_1_battery_2
ikea_parasol_2_battery,sensor,sensor.ikea_parasol_2_battery
ikea_raamsensor_j_d_battery,sensor,sensor.ikea_raamsensor_j_d_battery
ikea_raamsensor_j_d_voltage,sensor,sensor.ikea_raamsensor_j_d_voltage
images,sensor,sensor.images
input_booleans,sensor,sensor.input_booleans
input_buttons,sensor,sensor.input_buttons
input_datetimes,sensor,sensor.input_datetimes
input_numbers,sensor,sensor.input_numbers
input_selects,sensor,sensor.input_selects
input_texts,sensor,sensor.input_texts
integrations,sensor,sensor.integrations
inverter_122403000786,sensor,sensor.inverter_122403000786
inverter_122403000786_ac_current,sensor,sensor.inverter_122403000786_ac_current
inverter_122403000786_ac_frequency,sensor,sensor.inverter_122403000786_ac_frequency
inverter_122403000786_ac_voltage,sensor,sensor.inverter_122403000786_ac_voltage
inverter_122403000786_dc_current,sensor,sensor.inverter_122403000786_dc_current
inverter_122403000786_dc_voltage,sensor,sensor.inverter_122403000786_dc_voltage
inverter_122403000786_last_reading_interval,sensor,sensor.inverter_122403000786_last_reading_interval
inverter_122403000786_lifetime_energy_production,sensor,sensor.inverter_122403000786_lifetime_energy_production
inverter_122403000786_max_reported_production,sensor,sensor.inverter_122403000786_max_reported_production
inverter_122403000786_power_conversion_error_cycles,sensor,sensor.inverter_122403000786_power_conversion_error_cycles
inverter_122403000786_power_conversion_error_seconds,sensor,sensor.inverter_122403000786_power_conversion_error_seconds
inverter_122403000786_production,sensor,sensor.inverter_122403000786_production
inverter_122403000786_temperature,sensor,sensor.inverter_122403000786_temperature
inverter_122403000786_this_week_s_energy_production,sensor,sensor.inverter_122403000786_this_week_s_energy_production
inverter_122403000786_today_s_energy_production,sensor,sensor.inverter_122403000786_today_s_energy_production
inverter_122403000786_yesterday_s_energy_production,sensor,sensor.inverter_122403000786_yesterday_s_energy_production
inverter_122403011963,sensor,sensor.inverter_122403011963
